ChapterSerial,Chapter,ProblemSerial,Problem,Id,Acceptance,Difficulty,Frequency,Link
4,Backtracking,4,Regular Expression Matching,10,27.5%,Hard,73.6156,https://leetcode.com/problems/regular-expression-matching
5,Sorting and Searching,1,Remove Duplicates from Sorted Array,26,46.9%,Easy,37.0387,https://leetcode.com/problems/remove-duplicates-from-sorted-array
5,Sorting and Searching,2,Merge Sorted Array,88,40.9%,Easy,74.0362,https://leetcode.com/problems/merge-sorted-array
5,Sorting and Searching,3,Sort Colors,75,50.0%,Medium,35.4886,https://leetcode.com/problems/sort-colors
5,Sorting and Searching,4,Find Minimum in Rotated Sorted Array,153,46.5%,Medium,30.6688,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array
5,Sorting and Searching,5,Find Minimum in Rotated Sorted Array II,154,42.2%,Hard,23.6809,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii
5,Sorting and Searching,6,Search in Rotated Sorted Array,33,36.2%,Medium,76.8435,https://leetcode.com/problems/search-in-rotated-sorted-array
5,Sorting and Searching,7,Search a 2D Matrix,74,38.3%,Medium,54.548,https://leetcode.com/problems/search-a-2d-matrix
5,Sorting and Searching,8,Search a 2D Matrix II,240,45.5%,Medium,44.7281,https://leetcode.com/problems/search-a-2d-matrix-ii
5,Sorting and Searching,9,Median of Two Sorted Arrays,4,31.5%,Hard,87.9297,https://leetcode.com/problems/median-of-two-sorted-arrays
6,Dynamic Programming,1,Best Time to Buy and Sell Stock,121,51.9%,Easy,94.8698,https://leetcode.com/problems/best-time-to-buy-and-sell-stock
6,Dynamic Programming,2,Maximum Subarray,53,47.9%,Easy,82.6454,https://leetcode.com/problems/maximum-subarray
6,Dynamic Programming,3,Longest Increasing Subsequence,300,44.7%,Medium,53.2556,https://leetcode.com/problems/longest-increasing-subsequence
7,Design,1,Serialize and Deserialize BST,449,54.4%,Medium,26.2963,https://leetcode.com/problems/serialize-and-deserialize-bst
7,Design,2,Serialize and Deserialize Binary Tree,297,50.4%,Hard,76.6441,https://leetcode.com/problems/serialize-and-deserialize-binary-tree
7,Design,3,Implement Trie (Prefix Tree),208,52.8%,Medium,49.1598,https://leetcode.com/problems/implement-trie-prefix-tree
7,Design,4,LRU Cache,146,36.4%,Medium,98.3247,https://leetcode.com/problems/lru-cache
8,Others,1,Single Number,136,66.8%,Easy,27.9995,https://leetcode.com/problems/single-number
8,Others,2,Roman to Integer,13,57.1%,Easy,66.2213,https://leetcode.com/problems/roman-to-integer
8,Others,3,Excel Sheet Column Number,171,57.2%,Easy,24.2847,https://leetcode.com/problems/excel-sheet-column-number
8,Others,4,Find the Celebrity,277,44.2%,Medium,46.2341,https://leetcode.com/problems/find-the-celebrity
8,Others,5,Integer to English Words,273,28.4%,Hard,86.1401,https://leetcode.com/problems/integer-to-english-words
8,Others,6,The Skyline Problem,218,36.7%,Hard,51.44,https://leetcode.com/problems/the-skyline-problem
